kode_standar;nama_standar;tipe;kelompok
1.3.2.03.03.18.028;Keshner Evaporimeter;SSH;1
1.3.2.03.03.18.029;Evaporigraph;SSH;1
1.3.2.03.03.18.030;Dew Recorder;SSH;1
1.3.2.03.03.18.031;Dew Gauge;SSH;1
1.3.2.03.03.18.032;Blue M Oven;SSH;1
1.3.2.03.03.18.033;Neutron Probe;SSH;1
1.3.2.03.03.18.034;Decimeter Charge;SSH;1
1.3.2.03.03.18.035;Pocket Decimeter;SSH;1
1.3.2.03.03.18.036;Tensiometer (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.037;Accessoris Tube;SSH;1
1.3.2.03.03.18.038;Survey Meter (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.039;Percolasi Meter;SSH;1
1.3.2.03.03.18.040;Bor Sample Tanah;SSH;1
1.3.2.03.03.18.041;Laboratorium Cort;SSH;1
1.3.2.03.03.18.042;Soil Moisture Meter;SSH;1
1.3.2.03.03.18.043;Sea Water Current Meter;SSH;1
1.3.2.03.03.18.044;Wave Recorder;SSH;1
1.3.2.03.03.18.045;Tide Recorder;SSH;1
1.3.2.03.03.18.046;Radio Winsode;SSH;1
1.3.2.03.03.18.047;Radio Thedolite;SSH;1
1.3.2.03.03.18.048;Optic Theodolite;SSH;1
1.3.2.03.03.18.049;Radio Wind;SSH;1
1.3.2.03.03.18.050;Thermometer (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.051;Barometer (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.052;Altimeter (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.053;Barograph (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.054;Surveying Barograph;SSH;1
1.3.2.03.03.18.055;Anemometer (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.056;Wind Force;SSH;1
1.3.2.03.03.18.057;Anemograph;SSH;1
1.3.2.03.03.18.058;Vertikal Wind Speed;SSH;1
1.3.2.03.03.18.059;Mechanical Wind Recorder (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.060;Wind Snear;SSH;1
1.3.2.03.03.18.061;Psychometer Sling/Wherling;SSH;1
1.3.2.03.03.18.062;Assman Psychrodial;SSH;1
1.3.2.03.03.18.063;Hygrograph (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.064;Persentage Humidity;SSH;1
1.3.2.03.03.18.065;Psychrometer Slide Rule;SSH;1
1.3.2.03.03.18.066;Gas Generator;SSH;1
1.3.2.03.03.18.067;Ploatting Board;SSH;1
1.3.2.03.03.18.068;Fillter Ballon;SSH;1
1.3.2.03.03.18.069;Pressure Ceck Box;SSH;1
1.3.2.03.03.18.070;Evaluation Suhu;SSH;1
1.3.2.03.03.18.071;Evaluation Titik Embun;SSH;1
1.3.2.03.03.18.072;Pressure Scale;SSH;1
1.3.2.03.03.18.073;Kop Gas Generator;SSH;1
1.3.2.03.03.18.074;Pengukur Ketebalan Dinding;SSH;1
1.3.2.03.03.18.075;Soil Heat Fluxplate;SSH;1
1.3.2.03.03.18.076;Fog Visiometer;SSH;1
1.3.2.03.03.18.077;Seismograph (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.078;Strongmation Accelograph;SSH;1
1.3.2.03.03.18.079;Seismocope;SSH;1
1.3.2.03.03.18.080;Vibration Monitor;SSH;1
1.3.2.03.03.18.081;Signal Conditioner;SSH;1
1.3.2.03.03.18.082;Tranducer Microtermometer;SSH;1
1.3.2.03.03.18.083;Magnetograph Adz;SSH;1
1.3.2.03.03.18.084;Digital Analog Magnetograph;SSH;1
1.3.2.03.03.18.085;Deklinometer;SSH;1
1.3.2.03.03.18.086;Inklinometer;SSH;1
1.3.2.03.03.18.087;Qhn Instrument;SSH;1
1.3.2.03.03.18.088;Bmz Instrument;SSH;1
1.3.2.03.03.18.089;Proton Magnetograph;SSH;1
1.3.2.03.03.18.090;Portable Variograph;SSH;1
1.3.2.03.03.18.091;Stationary Variograph;SSH;1
1.3.2.03.03.18.092;Potential Gradient Meter;SSH;1
1.3.2.03.03.18.093;Conductivity Meter (Alat Pengukur Keadaan Alam);SSH;1
1.3.2.03.03.18.094;Air Aerth Current Meter;SSH;1
1.3.2.03.03.18.095;Ligthing Counter;SSH;1
1.3.2.03.03.18.096;Ionosode;SSH;1
1.3.2.03.03.18.097;Satellite Positioning;SSH;1
1.3.2.03.03.18.098;Transit Thedolite;SSH;1
1.3.2.03.03.18.099;Astrolebe;SSH;1
1.3.2.03.03.18.100;La Coste And Remberg 6523;SSH;1
1.3.2.03.03.18.101;Microtremor;SSH;1
1.3.2.03.03.18.102;Portable Seismograph;SSH;1
1.3.2.03.03.18.103;Digital Accelerograph;SSH;1
1.3.2.03.03.18.104;Digital Broadband Seismograph;SSH;1
1.3.2.03.03.18.105;Pc Drum;SSH;1
1.3.2.03.03.18.106;Tribrach;SSH;1
1.3.2.03.03.18.107;Alat Pengukur Penglihatan Lainnya;SSH;1
1.3.2.03.03.19.001;Transmissimeter;SSH;1
1.3.2.03.03.19.002;Teropong Hilal;SSH;1
1.3.2.03.03.19.003;Jam Atom;SSH;1
1.3.2.03.03.19.004;Alat Pengukur Ketepatan Dan Koreksi Waktu Lainnya;SSH;1
1.3.2.03.03.20.001;Lonceng Bandul;SSH;1
1.3.2.03.03.20.002;Lonceng Cecium Beam Frequence;SSH;1
1.3.2.03.03.20.003;Time Transmitter;SSH;1
1.3.2.03.03.20.004;Jam Waktu Bintang;SSH;1
1.3.2.03.03.20.005;Lonceng Tabung Hampa;SSH;1
1.3.2.03.03.20.006;Tabung Hampa, Free Pendulum;SSH;1
1.3.2.03.03.20.007;Onggo Coder Electric;SSH;1
1.3.2.03.03.20.008;Chronograph;SSH;1
1.3.2.03.03.20.009;Chronometer (Alat Pengukur Ketepatan Dan Koreksi Waktu);SSH;1
1.3.2.03.03.20.010;Teropong Bintang Transit;SSH;1
1.3.2.03.03.20.011;Time Code;SSH;1
1.3.2.03.03.20.012;Alat Pengukur Ketepatan Dan Koreksi Waktu Lainnya;SSH;1
1.3.2.03.03.20.013;Digital Rf Watt Meter;SSH;1
1.3.2.03.03.20.014;Time Dmain Reffloctometer;SSH;1
1.3.2.03.03.20.015;Phone Test Set;SSH;1
1.3.2.03.03.20.016;Fiber Optic Test Set;SSH;1
1.3.2.03.03.20.017;Communication Analyzer;SSH;1
1.3.2.03.03.20.018;Technical Toolkit;SSH;1
1.3.2.03.03.20.019;Rf Load Resistor;SSH;1
1.3.2.03.03.20.020;Digital Spectrum Analyzer;SSH;1
1.3.2.03.03.20.021;Solder Ic;SSH;1
1.3.2.03.03.20.022;Alat Ukur Instrument Workshop Lainnya;SSH;1
1.3.2.03.03.21.001;Alat Ukur Lainnya;SSH;1
1.3.2.04.01.01.001;Bajak Kayu;SSH;1
1.3.2.04.01.01.002;Bajak Muara;SSH;1
1.3.2.04.01.01.003;Pacul;SSH;1
1.3.2.04.01.01.004;Linggis;SSH;1
1.3.2.04.01.01.005;Garpu Pacul;SSH;1
1.3.2.04.01.01.006;Garpu Kayu;SSH;1
1.3.2.04.01.01.007;Garpu Besi;SSH;1
1.3.2.04.01.01.008;Tractor Four Wheel (Dengan Kelengkapannya);SSH;1
1.3.2.04.01.01.009;Tractor Tangan Dengan Perlengkapannya;SSH;1
1.3.2.04.01.01.010;Madula;SSH;1
1.3.2.04.01.01.011;Skap;SSH;1
1.3.2.04.01.01.012;Garu;SSH;1
1.3.2.04.01.01.013;Alat Pengolahan Tanah Dan Tanaman Lainnya;SSH;1
1.3.2.04.01.02.001;Kored;SSH;1
1.3.2.04.01.02.002;Arit;SSH;1
1.3.2.04.01.02.003;Babatan;SSH;1
1.3.2.04.01.02.004;Pacul Dangir;SSH;1
1.3.2.04.01.02.005;Penyemprot Otomatis (Automatic Sprayer);SSH;1
1.3.2.04.01.02.006;Penyemprot Mesin (Power Sprayer);SSH;1
1.3.2.04.01.02.007;Penyemprot Tangan (Hand Sprayer);SSH;1
1.3.2.04.01.02.008;Alat Penyiang Tanaman;SSH;1
1.3.2.04.01.02.009;Alat Pemeliharaan Tanaman/Ikan/Ternak Lainnya;SSH;1
1.3.2.04.01.03.001;Ani-Ani;SSH;1
1.3.2.04.01.03.002;Alat Perontokan (Thresser Pedal);SSH;1
1.3.2.04.01.03.003;Alat Perontokan Mesin (Power Thresser);SSH;1
1.3.2.04.01.03.004;Alat Pemipil Jagung;SSH;1
1.3.2.04.01.03.005;Alat Pengering (Dryer);SSH;1
1.3.2.04.01.03.006;Alat Pengukur Kadar Air (Moisture Tester);SSH;1
1.3.2.04.01.03.007;Alat Penggiling Kopi;SSH;1
1.3.2.04.01.03.008;Alat Pengolah Tepung;SSH;1
1.3.2.04.01.03.009;Alat Bantu Uji Tumbuh;SSH;1
1.3.2.04.01.03.010;Alat Penampi;SSH;1
1.3.2.04.01.03.011;Alat Panen Lainnya;SSH;1
1.3.2.04.01.04.001;Oven;SSH;1
1.3.2.04.01.04.002;Cold Storage (Kamar Pendingin);SSH;1
1.3.2.04.01.04.003;Selo (Kotak Penyimpanan) Dengan Pengatur Temperatur;SSH;1
1.3.2.04.01.04.004;Rak-Rak Penyimpan;SSH;1
1.3.2.04.01.04.005;Lemari Penyimpan;SSH;1
1.3.2.04.01.04.006;Palat Penyimpan Hasil Percobaan Ertanian Lainnya;SSH;1
1.3.2.04.01.05.001;Alat Pengukur Curah Hujan;SSH;1
1.3.2.04.01.05.002;Alat Pengukur Cahaya;SSH;1
1.3.2.04.01.05.003;Alat Pengukur Intensitas Cahaya;SSH;1
1.3.2.04.01.05.004;Alat Pengukur Temperatur;SSH;1
1.3.2.04.01.05.005;Alat Pengukur P.H. Tanah (Soil Tester);SSH;1
1.3.2.04.01.05.006;Alat Pengambil Sample Tanah;SSH;1
1.3.2.04.01.05.007;Rice;SSH;1
1.3.2.04.01.05.008;Grindding Mill;SSH;1
1.3.2.04.01.05.009;Volume Test;SSH;1
1.3.2.04.01.05.010;Weight;SSH;1
1.3.2.04.01.05.011;Straw Facture;SSH;1
1.3.2.04.01.05.012;Falling Number;SSH;1
1.3.2.04.01.05.013;Electrode Ph Meter;SSH;1
1.3.2.04.01.05.014;Alat Penurun Kadar Air Madu;SSH;1
1.3.2.04.01.05.015;Alat Laboratorium Pertanian Lainnya;SSH;1
1.3.2.04.01.06.001;Unit Pengaduk;SSH;1
1.3.2.04.01.06.002;Alat Pencabut Bulu Ayam;SSH;1
1.3.2.04.01.06.003;Alat Pembuat Pelet/Makanan Ternak;SSH;1
1.3.2.04.01.06.004;Alat Pembuat Molase Blok;SSH;1
1.3.2.04.01.06.005;Mesin Tetas;SSH;1
1.3.2.04.01.06.006;Mesin Perah Susu;SSH;1
1.3.2.04.01.06.007;Milk Can;SSH;1
1.3.2.04.01.06.008;Pengupas Kulit Ari Kedelai;SSH;1
1.3.2.04.01.06.009;Pemarut Serat Serba Guna;SSH;1
1.3.2.04.01.06.010;Penyawut Singkong;SSH;1
1.3.2.04.01.06.011;Gilingan Beras;SSH;1
1.3.2.04.01.06.012;Salina Injector;SSH;1
1.3.2.04.01.06.013;Scaller Motor;SSH;1
1.3.2.04.01.06.014;Ulv Cabinet;SSH;1
1.3.2.04.01.06.015;Tlc Drayer;SSH;1
1.3.2.04.01.06.016;Mesin Pencuci Alat (Miele);SSH;1
1.3.2.04.01.06.017;Hydrolic Pieces;SSH;1
1.3.2.04.01.06.018;Reaper;SSH;1
1.3.2.04.01.06.019;Electric Disk Cutter;SSH;1
1.3.2.04.01.06.020;Ragum /Catok;SSH;1
1.3.2.04.01.06.021;Diesel Eggane;SSH;1
1.3.2.04.01.06.022;Alat Prosesing Daging;SSH;1
1.3.2.04.01.06.023;Alat Prosesing Telur;SSH;1
1.3.2.04.01.06.024;Ice Cream Maker;SSH;1
1.3.2.04.01.06.025;Hand Separator;SSH;1
1.3.2.04.01.06.026;Mesin Penepung Beras;SSH;1
1.3.2.04.01.06.027;Alat Penggiling Jagung;SSH;1
1.3.2.04.01.06.028;Mesin Pengayak Tepung;SSH;1
1.3.2.04.01.06.029;Pengolahan Produk Kering;SSH;1
1.3.2.04.01.06.030;Penyawut Besar Dan Kecil;SSH;1
1.3.2.04.01.06.031;Processing Multiguna;SSH;1
1.3.2.04.01.06.032;Pump For Hplc And Accessories;SSH;1
1.3.2.04.01.06.033;Sausage Feeler Machine;SSH;1
1.3.2.04.01.06.034;Twin Paper Roller Bearing;SSH;1
1.3.2.04.01.06.035;Skinning Cradle;SSH;1
1.3.2.04.01.06.036;Head Restrainer;SSH;1
1.3.2.04.01.06.037;Stuning Device;SSH;1
1.3.2.04.01.06.038;Penyodok Kotoran;SSH;1
1.3.2.04.01.06.039;Pengarah Kepala;SSH;1
1.3.2.04.01.06.040;Offal Wash;SSH;1
1.3.2.04.01.06.041;Beef Splitter;SSH;1
1.3.2.04.01.06.042;Alat Pengupas Biji Mete;SSH;1
1.3.2.04.01.06.043;Alat Pencacah Daun;SSH;1
1.3.2.04.01.06.044;Alat Prosesing Lainnya;SSH;1
1.3.2.04.01.07.001;Alat Pengasapan;SSH;1
1.3.2.04.01.07.002;Alat Pembekuan;SSH;1
1.3.2.04.01.07.003;Alat Penggiling Padi;SSH;1
1.3.2.04.01.07.004;Alat Pencacah Hijauan;SSH;1
1.3.2.04.01.07.005;Alat Pemecah Tapioka;SSH;1
1.3.2.04.01.07.006;Alat Pasca Panen Lainnya;SSH;1
1.3.2.04.01.08.001;Pukat;SSH;1
1.3.2.04.01.08.002;Double Rig Shrimp Trawl/Pukat Udang Ganda;SSH;1
1.3.2.04.01.08.003;Payang (Termasuk Lampara);SSH;1
1.3.2.04.01.08.004;Danish Seine (Dogol);SSH;1
1.3.2.04.01.08.005;Beach Seine (Pukat Pantai);SSH;1
1.3.2.04.01.08.006;Drift Gill Net (Jaring Insang Hanyut);SSH;1
1.3.2.04.01.08.007;Encircling Gill Net (Jaring Insang Lingkar);SSH;1
1.3.2.04.01.08.008;Shrimp Gill Net (Jaring Klitik);SSH;1
1.3.2.04.01.08.009;Set Gill Net (Jaring Insang Tetap);SSH;1
1.3.2.04.01.08.010;Boat Raft Lift Net (Bagan Perahu/Rakit);SSH;1
1.3.2.04.01.08.011;Bagan Tancap Berikut Kelong;SSH;1
1.3.2.04.01.08.012;Scoop Net (Serok);SSH;1
1.3.2.04.01.08.013;Jaring Angkat Lainnya;SSH;1
1.3.2.04.01.08.014;Guiding Barrier (Serok);SSH;1
1.3.2.04.01.08.015;Stow Net (Jermal Termasuk Togo);SSH;1
1.3.2.04.01.08.016;Portable Traps (Bubu);SSH;1
1.3.2.04.01.08.017;Perangkap Lainnya;SSH;1
1.3.2.04.01.08.018;Tuna Long Line (Rawai Tuna);SSH;1
1.3.2.04.01.08.019;Set Long Line (Rawai Tetap);SSH;1
1.3.2.04.01.08.020;Skipjack Pole And Lines (Huhate);SSH;1
1.3.2.04.01.08.021;Trool Line (Pancing Tonda);SSH;1
1.3.2.04.01.08.022;Pancing Lainnya;SSH;1
1.3.2.04.01.08.023;Muroami Inc. Mallalugis;SSH;1
1.3.2.04.01.08.024;Jala;SSH;1
1.3.2.04.01.08.025;Garpu;SSH;1
1.3.2.04.01.08.026;Tombak;SSH;1
1.3.2.04.01.08.027;Sea Water Reservoir;SSH;1
1.3.2.04.01.08.028;Bak Pemeliharaan Sementara;SSH;1
1.3.2.04.01.08.029;Bak Pengendapan;SSH;1
1.3.2.04.01.08.030;Keramba (Jaring Apung);SSH;1
1.3.2.04.01.08.031;Jaring Lingkar;SSH;1
1.3.2.04.01.08.032;Pukat Tarik Berkapal;SSH;1
1.3.2.04.01.08.033;Pukat Hela;SSH;1
1.3.2.04.01.08.034;Pukat Dorong;SSH;1
1.3.2.04.01.08.035;Penggaruk;SSH;1
1.3.2.04.01.08.036;Jaring Angkat Menetap;SSH;1
1.3.2.04.01.08.037;Jaring Angkat Tidak Menetap;SSH;1
1.3.2.04.01.08.038;Alat Yang Dijatuhkan;SSH;1
1.3.2.04.01.08.039;Alat Penjepit Dan Melukai;SSH;1
1.3.2.04.01.08.040;Alat Produksi Perikanan Lainnya;SSH;1
1.3.2.04.01.09.001;Tang Pemasang/Kar Tang;SSH;1
1.3.2.04.01.09.002;Stick Pengukur Sapi;SSH;1
1.3.2.04.01.09.003;Waight Band;SSH;1
1.3.2.04.01.09.004;Borduzzo Tang;SSH;1
1.3.2.04.01.09.005;Cap Bakar;SSH;1
1.3.2.04.01.09.006;Kar Punch (Pelobang Telinga);SSH;1
1.3.2.04.01.09.007;Container;SSH;1
1.3.2.04.01.09.008;Conister;SSH;1
1.3.2.04.01.09.009;Qoblet;SSH;1
1.3.2.04.01.09.010;Insemination Gun;SSH;1
1.3.2.04.01.09.011;Termos A.J;SSH;1
1.3.2.04.01.09.012;Vagina Buatan;SSH;1
1.3.2.04.01.09.013;Debeaker (Alat Pemotong Panah);SSH;1
1.3.2.04.01.09.014;Alat Pemotong Kuku;SSH;1
1.3.2.04.01.09.015;Milik Gam;SSH;1
1.3.2.04.01.09.016;Tabung Tempat Susu;SSH;1
1.3.2.04.01.09.017;Dehamer (Pemotong Tanduk);SSH;1
1.3.2.04.01.09.018;Pemotong Bulu;SSH;1
1.3.2.04.01.09.019;Eastrator (Pemotong Ekor);SSH;1
1.3.2.04.01.09.020;Milcooling Tang;SSH;1
1.3.2.04.01.09.021;Mesin Penetas Telur;SSH;1
1.3.2.04.01.09.022;Alat-Alat Peternakan Lainnya;SSH;1
1.3.2.04.01.10.001;Alat Pengolahan Lainnya;SSH;1
1.3.2.05.01.01.001;Mesin Ketik Manual Portable (11-13 Inci);SSH;1
1.3.2.05.01.01.002;Mesin Ketik Manual Standard (14-16 Inci);SSH;1
1.3.2.05.01.01.003;Mesin Ketik Manual Langewagon (18-27 Inci);SSH;1
1.3.2.05.01.01.004;Mesin Ketik Listrik;SSH;1
1.3.2.05.01.01.005;Mesin Ketik Listrik Potable (11-13 Inci);SSH;1
1.3.2.05.01.01.006;Mesin Ketik Listrik Standard (14-16 Inci);SSH;1
1.3.2.05.01.01.007;Mesin Ketik Listrik Langewagon (18-27 Inci);SSH;1
1.3.2.05.01.01.008;Mesin Ketik Elektronik/Selektrik;SSH;1
1.3.2.05.01.01.009;Mesin Ketik Braille;SSH;1
1.3.2.05.01.01.010;Mesin Phromosons;SSH;1
1.3.2.05.01.01.011;Mesin Cetak Stereo Piper (Braille);SSH;1
1.3.2.05.01.01.012;Mesin Ketik Lainnya;SSH;1
1.3.2.05.01.02.001;Mesin Hitung Manual;SSH;1
1.3.2.05.01.02.002;Mesin Hitung Listrik;SSH;1
1.3.2.05.01.02.003;Mesin Hitung Elektronik/Calculator;SSH;1
1.3.2.05.01.02.004;Mesin Kas Register;SSH;1
1.3.2.05.01.02.005;Abakus (Alat Hitung);SSH;1
1.3.2.05.01.02.006;Blokycs (Mesin Hitung Braille);SSH;1
1.3.2.05.01.02.007;Mesin Penghitung Uang;SSH;1
1.3.2.05.01.02.008;Mesin Pembukuan;SSH;1
1.3.2.05.01.02.009;Mesin Penghitung Kertas/Pita Cukai;SSH;1
1.3.2.05.01.02.010;Mesin Absen (Time Recorder);SSH;1
1.3.2.05.01.02.011;Mesin Kontrol Jaga;SSH;1
1.3.2.05.01.02.012;Mesin Penghitung Uang;SSH;1
1.3.2.05.01.02.013;Mesin Hitung/Mesin Jumlah Lainnya;SSH;1
1.3.2.05.01.03.001;Mesin Stensil Manual Folio;SSH;1
1.3.2.05.01.03.002;Mesin Stensil Manual Double Folio;SSH;1
1.3.2.05.01.03.003;Mesin Stensil Listrik Folio;SSH;1
1.3.2.05.01.03.004;Mesin Stensil Listrik Double Folio;SSH;1
1.3.2.05.01.03.005;Mesin Stensil Spiritus Manual;SSH;1
1.3.2.05.01.03.006;Mesin Stensil Spiritus Listrik;SSH;1
1.3.2.05.01.03.007;Mesin Fotocopy Folio;SSH;1
1.3.2.05.01.03.008;Mesin Fotocopy Double Folio;SSH;1
1.3.2.05.01.03.009;Mesin Fotocopy Electronic;SSH;1
1.3.2.05.01.03.010;Mesin Thermoforn;SSH;1
1.3.2.05.01.03.011;Mesin Fotocopy Lainnya;SSH;1
1.3.2.05.01.03.012;Risograf;SSH;1
1.3.2.05.01.03.013;Mesin Perekam Stensil Folio;SSH;1
1.3.2.05.01.03.014;Mesin Perekam Stensil Double Folio;SSH;1
1.3.2.05.01.03.015;Mesin Plate Folio;SSH;1
1.3.2.05.01.03.016;Mesin Plate Double Folio;SSH;1
1.3.2.05.01.03.017;Alat Reproduksi (Penggandaan) Lainnya;SSH;1
1.3.2.05.01.04.001;Lemari Besi/Metal;SSH;1
1.3.2.05.01.04.002;Lemari Kayu;SSH;1
1.3.2.05.01.04.003;Rak Besi;SSH;1
1.3.2.05.01.04.004;Rak Kayu;SSH;1
1.3.2.05.01.04.005;Filing Cabinet Besi;SSH;1
1.3.2.05.01.04.006;Filing Cabinet Kayu;SSH;1
1.3.2.05.01.04.007;Brandkas;SSH;1
1.3.2.05.01.04.008;Peti Uang/Cash Box/Coin Box;SSH;1
1.3.2.05.01.04.009;Kardex Besi;SSH;1
1.3.2.05.01.04.010;Kardex Kayu;SSH;1
1.3.2.05.01.04.011;Rotary Filling;SSH;1
1.3.2.05.01.04.012;Compact Rolling;SSH;1
1.3.2.05.01.04.013;Buffet;SSH;1
1.3.2.05.01.04.014;Mobile File;SSH;1
1.3.2.05.01.04.015;Locker;SSH;1
1.3.2.05.01.04.016;Roll Opek;SSH;1
1.3.2.05.01.04.017;Tempat Menyimpan Gambar;SSH;1
1.3.2.05.01.04.018;Kontainer;SSH;1
1.3.2.05.01.04.019;Coin Box;SSH;1
1.3.2.05.01.04.020;Lemari Display;SSH;1
1.3.2.05.01.04.021;Water Proof Box;SSH;1
1.3.2.05.01.04.022;Folding Container Box;SSH;1
1.3.2.05.01.04.023;Box Truck;SSH;1
1.3.2.05.01.04.024;Laci Box;SSH;1
1.3.2.05.01.04.025;Lemari Katalog;SSH;1
1.3.2.05.01.04.026;Lemari Sorok;SSH;1
1.3.2.05.01.04.027;Lemari Kaca;SSH;1
1.3.2.05.01.04.028;Lemari Makan;SSH;1
1.3.2.05.01.04.029;Alat Penyimpan Perlengkapan Kantor Lainnya;SSH;1
1.3.2.05.01.05.001;Narkotik Test;SSH;1
1.3.2.05.01.05.002;Cctv - Camera Control Television System;SSH;1
1.3.2.05.01.05.003;Papan Visual/Papan Nama;SSH;1
1.3.2.05.01.05.004;Movitex Board;SSH;1
1.3.2.05.01.05.005;White Board;SSH;1
1.3.2.05.01.05.006;Alat Detektor Uang Palsu;SSH;1
1.3.2.05.01.05.007;Alat Detektor Barang Terlarang/X Ray;SSH;1
1.3.2.05.01.05.008;Copy Board/Elektric White Board;SSH;1
1.3.2.05.01.05.009;Peta;SSH;1
1.3.2.05.01.05.010;Alat Penghancur Kertas;SSH;1
1.3.2.05.01.05.011;Globe;SSH;1
1.3.2.05.01.05.012;Mesin Absensi;SSH;1
1.3.2.05.01.05.013;Dry Seal;SSH;1
1.3.2.05.01.05.014;Fergulator;SSH;1
1.3.2.05.01.05.015;Cream Polisher;SSH;1
1.3.2.05.01.05.016;Mesin Perangko;SSH;1
1.3.2.05.01.05.017;Check Writer;SSH;1
1.3.2.05.01.05.018;Numerator;SSH;1
1.3.2.05.01.05.019;Alat Pemotong Kertas;SSH;1
1.3.2.05.01.05.020;Headmachine Besar;SSH;1
1.3.2.05.01.05.021;Perforator Besar;SSH;1
1.3.2.05.01.05.022;Alat Pencetak Label;SSH;1
1.3.2.05.01.05.023;Overhead Projector;SSH;1
1.3.2.05.01.05.024;Hand Metal Detector;SSH;1
1.3.2.05.01.05.025;Walkman Detector;SSH;1
1.3.2.05.01.05.026;Panel Pameran;SSH;1
1.3.2.05.01.05.027;Alat Pengaman / Sinyal;SSH;1
1.3.2.05.01.05.028;Board Modulux;SSH;1
1.3.2.05.01.05.029;Porto Safe Travel Cose;SSH;1
1.3.2.05.01.05.030;Disk Prime;SSH;1
1.3.2.05.01.05.031;Megashow;SSH;1
1.3.2.05.01.05.032;White Board Electronic;SSH;1
1.3.2.05.01.05.033;Laser Pointer;SSH;1
1.3.2.05.01.05.034;Display;SSH;1
1.3.2.05.01.05.035;Exhauster Form;SSH;1
1.3.2.05.01.05.036;Rubu Mujayyab;SSH;1
1.3.2.05.01.05.037;Electric Dumper;SSH;1
1.3.2.05.01.05.038;Mesin Teraan;SSH;1
1.3.2.05.01.05.039;Mesin Laminating;SSH;1
1.3.2.05.01.05.040;Penangkal Petir;SSH;1
1.3.2.05.01.05.041;Stempel Timbul/Bulat;SSH;1
1.3.2.05.01.05.042;Lampu-Lampu Kristal;SSH;1
1.3.2.05.01.05.043;Lcd Projector/Infocus;SSH;1
1.3.2.05.01.05.044;Flip Chart;SSH;1
1.3.2.05.01.05.045;Binding Machine;SSH;1
1.3.2.05.01.05.046;Softboard;SSH;1
1.3.2.05.01.05.047;Alat Perekam Suara (Voice Pen);SSH;1
1.3.2.05.01.05.048;Acces Control System;SSH;1
1.3.2.05.01.05.049;Intruction Detector;SSH;1
1.3.2.05.01.05.050;Monitor Panel With Mimic Board;SSH;1
1.3.2.05.01.05.051;Panic Button System, Alarm Indicator;SSH;1
1.3.2.05.01.05.052;Pintu Elektrik (Yang Memakai Akses);SSH;1
1.3.2.05.01.05.053;Focusing Screen/Layar Lcd Projector;SSH;1
1.3.2.05.01.05.054;Alat Detektor Barang Terlarang;SSH;1
1.3.2.05.01.05.055;Proyector Spider Bracket;SSH;1
1.3.2.05.01.05.056;Papan Gambar;SSH;1
1.3.2.05.01.05.057;Bel;SSH;1
1.3.2.05.01.05.058;Electric Pressing Machine;SSH;1
1.3.2.05.01.05.059;Encapsulator (Jarasonic Welder);SSH;1
1.3.2.05.01.05.060;Deacidificator Unit (Non Aquas);SSH;1
1.3.2.05.01.05.061;Full Automatic Leaf Caster;SSH;1
1.3.2.05.01.05.062;Conservation Tools;SSH;1
1.3.2.05.01.05.063;Board Stan;SSH;1
1.3.2.05.01.05.064;Vacum Freeze Dry Chamber;SSH;1
1.3.2.05.01.05.065;Kotak Surat;SSH;1
1.3.2.05.01.05.066;Gembok;SSH;1
1.3.2.05.01.05.067;Compact Hand Projector;SSH;1
1.3.2.05.01.05.068;Alat Sidik Jari;SSH;1
1.3.2.05.01.05.069;Alat Penghancur Jarum;SSH;1
1.3.2.05.01.05.070;Walkthrough/ Portal Metal Detector;SSH;1
1.3.2.05.01.05.071;Handheld Trace Detector;SSH;1
1.3.2.05.01.05.072;Alat Deteksi Pita Cukai Palsu/ Video Spectral Comparator;SSH;1
1.3.2.05.01.05.073;Mesin Packing/ Starpping Machine;SSH;1
1.3.2.05.01.05.074;Television Control Operasional Lift;SSH;1
1.3.2.05.01.05.075;Mesin Antrian;SSH;1
1.3.2.05.01.05.076;Papan Nama Instansi;SSH;1
1.3.2.05.01.05.077;Papan Pengumuman;SSH;1
1.3.2.05.01.05.078;Papan Tulis;SSH;1
1.3.2.05.01.05.079;Papan Absen;SSH;1
1.3.2.05.01.05.080;Mesin Fogging;SSH;1
1.3.2.05.01.05.081;Teralis;SSH;1
1.3.2.05.01.05.082;Alat Penerjemah;SSH;1
1.3.2.05.01.05.083;Alat Penghancur Plastik;SSH;1
1.3.2.05.01.05.084;Proteksi Petir Terpadu;SSH;1
1.3.2.05.01.05.085;Pakaian Toga;SSH;1
1.3.2.05.01.05.086;Sirine;SSH;1
1.3.2.05.01.05.087;Tongkat Pedel;SSH;1
1.3.2.05.01.05.088;Alat Kantor Lainnya;SSH;1
1.3.2.05.02.01.001;Meja Kerja Besi/Metal;SSH;1
